job_category,salary_in_usd,experience_level,work_setting,company_size,Cluster
Data Science and Research,130000.0,Mid-level,In-person,M,2
Data Analysis,126500.0,Senior,Remote,M,1
Data Analysis,120000.0,Senior,Remote,M,1
Data Science and Research,204500.0,Mid-level,In-person,M,2
Data Science and Research,142200.0,Mid-level,In-person,M,2
Data Science and Research,297000.0,Senior,In-person,M,0
Data Science and Research,138000.0,Senior,In-person,M,0
Data Analysis,147600.0,Mid-level,In-person,M,2
Data Analysis,106300.0,Mid-level,In-person,M,2
Data Analysis,102586.0,Senior,In-person,M,0
Data Analysis,79981.0,Senior,In-person,M,0
Data Science and Research,131250.0,Senior,In-person,M,0
Data Science and Research,128100.0,Senior,In-person,M,0
Machine Learning and AI,38868.0,Senior,In-person,M,0
Data Science and Research,227000.0,Senior,Remote,M,1
Data Science and Research,185000.0,Senior,Remote,M,1
Machine Learning and AI,230000.0,Mid-level,In-person,M,2
Machine Learning and AI,160000.0,Mid-level,In-person,M,2
Data Engineering,138300.0,Senior,In-person,M,0
Data Engineering,110700.0,Senior,In-person,M,0
BI and Visualization,130000.0,Senior,In-person,M,0
BI and Visualization,80000.0,Senior,In-person,M,0
Data Engineering,212175.00000000003,Senior,Remote,M,1
Data Engineering,156000.0,Senior,Remote,M,1
Data Analysis,111151.0,Mid-level,Remote,M,4
Data Analysis,66691.00000000001,Mid-level,Remote,M,4
Data Science and Research,138700.0,Senior,In-person,M,0
Data Analysis,95040.0,Senior,Remote,M,1
Data Analysis,59400.0,Senior,Remote,M,1
Machine Learning and AI,197802.0,Senior,Remote,M,1
Machine Learning and AI,156453.0,Senior,Remote,M,1
Data Science and Research,144000.0,Senior,In-person,M,0
Data Quality and Operations,172000.0,Senior,In-person,M,0
Data Quality and Operations,140000.0,Senior,In-person,M,0
Data Engineering,89819.0,Mid-level,In-person,M,2
Data Engineering,72593.0,Mid-level,In-person,M,2
Data Engineering,122400.0,Senior,Remote,M,1
Data Science and Research,80000.0,Mid-level,In-person,M,2
Data Science and Research,70000.0,Mid-level,In-person,M,2
Data Analysis,90000.0,Senior,In-person,M,0
Data Engineering,227500.0,Senior,Remote,M,1
Data Engineering,147500.0,Senior,Remote,M,1
Machine Learning and AI,150000.0,Mid-level,Remote,M,4
Machine Learning and AI,50000.00000000001,Mid-level,Remote,M,4
Data Engineering,73824.0,Mid-level,In-person,M,2
Data Engineering,55368.00000000001,Mid-level,In-person,M,2
Data Engineering,130000.0,Mid-level,Remote,M,4
Data Engineering,150000.0,Mid-level,Remote,M,4
Data Engineering,50000.00000000001,Mid-level,Remote,M,4
Leadership and Management,172200.0,Mid-level,Remote,M,4
Leadership and Management,131200.0,Mid-level,Remote,M,4
Data Management and Strategy,250000.0,Senior,Remote,M,1
Data Management and Strategy,100000.00000000001,Senior,Remote,M,1
Data Engineering,165000.0,Senior,Remote,M,1
Data Analysis,155000.0,Senior,In-person,M,0
Data Analysis,280000.0,Senior,In-person,M,0
Data Analysis,200000.00000000003,Senior,In-person,M,0
Leadership and Management,67672.00000000001,Mid-level,In-person,M,2
Data Science and Research,290000.0,Senior,In-person,M,0
Data Science and Research,173200.0,Senior,In-person,M,0
Data Science and Research,235000.0,Senior,Remote,M,1
Data Science and Research,204000.0,Senior,Remote,M,1
Machine Learning and AI,222000.0,Senior,In-person,M,0
Data Science and Research,104999.99999999999,Senior,In-person,M,0
Machine Learning and AI,287500.0,Senior,In-person,M,0
Machine Learning and AI,212499.99999999997,Senior,In-person,M,0
Machine Learning and AI,190027.0,Senior,In-person,M,0
Machine Learning and AI,152022.0,Senior,In-person,M,0
Data Science and Research,19434.0,Entry-level,Remote,L,3
Data Engineering,130999.99999999999,Mid-level,In-person,M,2
Data Engineering,88000.0,Mid-level,In-person,M,2
Machine Learning and AI,198000.0,Senior,Remote,M,1
Machine Learning and AI,132000.0,Senior,Remote,M,1
BI and Visualization,125000.0,Senior,Remote,M,1
BI and Visualization,115000.0,Senior,Remote,M,1
Leadership and Management,130000.0,Senior,In-person,M,0
Machine Learning and AI,170700.0,Senior,In-person,M,0
Machine Learning and AI,113900.0,Senior,In-person,M,0
Data Engineering,185000.0,Senior,In-person,L,0
Data Engineering,81000.0,Senior,In-person,L,0
Data Science and Research,123000.0,Senior,In-person,M,0
Data Analysis,53000.0,Mid-level,Remote,M,4
Data Analysis,48000.0,Mid-level,Remote,M,4
Leadership and Management,322612.5,Mid-level,In-person,M,2
Data Science and Research,125000.0,Mid-level,In-person,M,2
Data Engineering,190000.0,Senior,In-person,M,0
Data Engineering,115000.0,Mid-level,Remote,M,4
Machine Learning and AI,194000.0,Senior,In-person,M,0
Machine Learning and AI,175000.0,Senior,In-person,M,0
Data Analysis,185000.0,Senior,In-person,M,0
Data Analysis,160000.0,Senior,In-person,M,0
Data Engineering,185000.0,Senior,In-person,M,0
Data Engineering,50000.00000000001,Senior,In-person,M,0
Data Science and Research,218213.0,Senior,Remote,M,1
Data Science and Research,178538.0,Senior,Remote,M,1
Data Science and Research,315999.99999999994,Senior,In-person,M,0
Data Science and Research,202000.0,Senior,In-person,M,0
Data Science and Research,189750.0,Senior,Remote,M,1
Data Science and Research,119213.0,Senior,Remote,M,1
Leadership and Management,162000.0,Senior,In-person,M,0
BI and Visualization,170200.0,Senior,In-person,M,0
BI and Visualization,83900.0,Senior,In-person,M,0
Machine Learning and AI,250944.0,Senior,Remote,M,1
Machine Learning and AI,205318.0,Senior,Remote,M,1
Data Engineering,125000.0,Senior,In-person,M,0
Data Science and Research,135000.0,Senior,In-person,M,0
Data Science and Research,114000.0,Senior,In-person,M,0
Data Science and Research,240000.0,Senior,In-person,M,0
Data Science and Research,163199.99999999997,Senior,In-person,M,0
Machine Learning and AI,258800.0,Senior,In-person,M,0
Machine Learning and AI,199200.0,Senior,In-person,M,0
Data Science and Research,215625.0,Senior,Remote,M,1
Data Science and Research,159375.0,Senior,Remote,M,1
Data Science and Research,203000.0,Senior,In-person,M,0
Data Science and Research,133000.0,Senior,In-person,M,0
Data Science and Research,272400.0,Senior,In-person,L,0
Data Science and Research,140100.0,Senior,In-person,L,0
Data Engineering,282000.0,Senior,In-person,M,0
Data Engineering,208000.0,Senior,In-person,M,0
Data Analysis,93919.0,Senior,Remote,M,1
Data Analysis,51962.0,Senior,Remote,M,1
Data Science and Research,211000.0,Senior,Remote,M,1
BI and Visualization,118800.0,Senior,Remote,M,1
BI and Visualization,75000.0,Senior,Remote,M,1
Machine Learning and AI,159350.0,Senior,In-person,M,0
Machine Learning and AI,130100.0,Senior,In-person,M,0
Data Science and Research,261999.99999999997,Senior,Remote,M,1
Data Science and Research,245000.0,Senior,Remote,M,1
Leadership and Management,205218.0,Senior,In-person,M,0
Leadership and Management,136743.0,Senior,In-person,M,0
Data Science and Research,185000.0,Senior,In-person,L,0
Data Science and Research,94599.99999999999,Senior,In-person,L,0
Data Science and Research,107000.0,Senior,In-person,M,0
Machine Learning and AI,264400.0,Senior,Remote,M,1
Machine Learning and AI,176299.99999999997,Senior,Remote,M,1
Data Science and Research,275000.0,Senior,In-person,M,0
Data Science and Research,175000.0,Senior,In-person,M,0
Data Analysis,53984.00000000001,Mid-level,Remote,M,4
Data Analysis,43187.0,Mid-level,Remote,M,4
BI and Visualization,150000.0,Mid-level,In-person,M,2
BI and Visualization,125000.0,Mid-level,In-person,M,2
Data Engineering,209999.99999999997,Senior,In-person,M,0
Data Science and Research,169500.0,Senior,Remote,M,1
Data Science and Research,138000.0,Senior,Remote,M,1
Machine Learning and AI,180000.0,Mid-level,In-person,M,2
Machine Learning and AI,120000.0,Mid-level,In-person,M,2
Data Science and Research,204500.0,Senior,In-person,M,0
Data Science and Research,138900.0,Senior,In-person,M,0
Leadership and Management,110400.00000000001,Senior,In-person,M,0
Leadership and Management,68000.0,Senior,In-person,M,0
Data Science and Research,260600.0,Mid-level,In-person,M,2
Data Management and Strategy,63750.0,Entry-level,Remote,M,3
Data Management and Strategy,46400.0,Entry-level,Remote,M,3
Data Science and Research,214872.0,Senior,Remote,M,1
Data Science and Research,186846.0,Senior,Remote,M,1
Data Analysis,95000.0,Mid-level,In-person,M,2
Data Analysis,70600.0,Mid-level,In-person,M,2
Data Analysis,149500.0,Mid-level,Remote,M,4
Data Analysis,127075.0,Mid-level,Remote,M,4
Data Engineering,162000.0,Senior,Remote,M,1
Data Engineering,111000.0,Senior,Remote,M,1
Machine Learning and AI,280000.0,Senior,Remote,M,1
Machine Learning and AI,182749.99999999997,Senior,Remote,M,1
Data Science and Research,196000.0,Senior,In-person,M,0
Data Science and Research,142600.0,Senior,In-person,M,0
Data Architecture and Modeling,193000.0,Senior,Remote,M,1
Data Architecture and Modeling,110000.0,Senior,Remote,M,1
Data Science and Research,245000.0,Senior,In-person,M,0
Data Analysis,80000.0,Senior,In-person,M,0
Data Analysis,70000.0,Senior,In-person,M,0
Data Analysis,61520.00000000001,Mid-level,In-person,M,2
Data Analysis,49216.0,Mid-level,In-person,M,2
Data Engineering,205000.00000000003,Senior,In-person,M,0
Machine Learning and AI,220000.0,Senior,Remote,M,1
Machine Learning and AI,297300.0,Senior,Remote,M,1
Machine Learning and AI,198200.0,Senior,Remote,M,1
Machine Learning and AI,156000.0,Senior,Remote,M,1
Data Science and Research,196500.0,Senior,In-person,M,0
Data Science and Research,97300.00000000001,Senior,In-person,M,0
Machine Learning and AI,192000.0,Senior,Remote,M,1
Machine Learning and AI,164000.0,Senior,Remote,M,1
Machine Learning and AI,227700.0,Senior,Remote,M,1
Machine Learning and AI,154835.99999999997,Senior,Remote,M,1
Machine Learning and AI,285000.0,Mid-level,In-person,L,2
Machine Learning and AI,190000.0,Mid-level,In-person,L,2
Data Science and Research,322612.5,Mid-level,In-person,L,2
Data Science and Research,270000.0,Mid-level,In-person,L,2
Data Engineering,214300.0,Mid-level,In-person,M,2
Data Engineering,108500.0,Mid-level,In-person,M,2
Data Science and Research,145000.0,Mid-level,Remote,M,4
Data Science and Research,115000.0,Mid-level,Remote,M,4
Data Science and Research,113000.00000000001,Mid-level,Remote,M,4
Data Science and Research,194500.0,Senior,In-person,M,0
Data Science and Research,110250.0,Senior,In-person,M,0
Data Science and Research,295000.0,Senior,In-person,M,0
Data Science and Research,177300.0,Senior,In-person,M,0
Data Analysis,55368.00000000001,Mid-level,Remote,M,4
Data Analysis,44294.0,Mid-level,Remote,M,4
Data Analysis,85000.0,Senior,In-person,M,0
Data Analysis,78999.99999999999,Senior,In-person,M,0
Data Engineering,130999.99999999999,Senior,In-person,M,0
Data Science and Research,163000.0,Senior,Remote,M,1
Data Science and Research,107400.0,Senior,In-person,M,0
Data Science and Research,101500.0,Senior,In-person,M,0
Data Architecture and Modeling,175000.0,Senior,Remote,M,1
Data Science and Research,164000.0,Senior,In-person,M,0
Data Science and Research,211000.0,Senior,In-person,M,0
Machine Learning and AI,183999.99999999997,Senior,In-person,M,0
Data Analysis,115000.0,Mid-level,Remote,M,4
Data Analysis,167000.0,Senior,In-person,M,0
Data Engineering,144000.0,Senior,In-person,M,0
Data Engineering,96000.0,Senior,In-person,M,0
Leadership and Management,145000.0,Senior,Remote,M,1
Leadership and Management,116000.0,Senior,Remote,M,1
Data Science and Research,161000.0,Senior,In-person,M,0
Data Science and Research,116300.0,Senior,In-person,M,0
Data Analysis,140000.0,Senior,In-person,M,0
Data Analysis,125000.0,Senior,In-person,M,0
Data Architecture and Modeling,175564.0,Senior,Remote,M,1
Data Architecture and Modeling,144854.0,Senior,Remote,M,1
Machine Learning and AI,225000.0,Senior,In-person,M,0
Leadership and Management,190000.0,Senior,In-person,M,0
Leadership and Management,150000.0,Senior,In-person,M,0
Data Science and Research,151300.0,Senior,Remote,M,1
Data Science and Research,126100.0,Senior,Remote,M,1
Machine Learning and AI,150000.0,Senior,In-person,M,0
BI and Visualization,113000.00000000001,Senior,In-person,M,0
BI and Visualization,90400.0,Senior,In-person,M,0
BI and Visualization,204300.0,Senior,In-person,M,0
BI and Visualization,139000.0,Senior,In-person,M,0
Data Engineering,124000.0,Senior,In-person,M,0
Data Science and Research,157000.0,Senior,In-person,M,0
Machine Learning and AI,212800.0,Senior,In-person,L,0
Machine Learning and AI,111600.0,Senior,In-person,L,0
Data Architecture and Modeling,183000.0,Senior,In-person,M,0
Data Architecture and Modeling,147000.0,Senior,In-person,M,0
Data Engineering,169000.00000000003,Senior,In-person,M,0
Data Engineering,91000.0,Senior,In-person,M,0
Data Architecture and Modeling,209999.99999999997,Senior,In-person,M,0
Data Architecture and Modeling,160000.0,Senior,In-person,M,0
Data Analysis,70900.00000000001,Mid-level,In-person,M,2
Data Architecture and Modeling,193000.0,Senior,In-person,M,0
Data Architecture and Modeling,128000.0,Senior,In-person,M,0
Data Engineering,275000.0,Mid-level,In-person,M,2
Data Engineering,243000.0,Mid-level,In-person,M,2
Data Engineering,145000.0,Senior,Remote,M,1
Data Engineering,115000.0,Senior,Remote,M,1
Data Science and Research,202000.0,Senior,Remote,M,1
Data Science and Research,96313.0,Mid-level,Remote,S,4
Data Analysis,48585.0,Mid-level,Remote,M,4
Data Science and Research,127500.0,Senior,Remote,M,1
Data Analysis,145500.0,Senior,In-person,M,0
Data Analysis,108000.0,Senior,In-person,M,0
Data Engineering,206000.0,Senior,Remote,M,1
Data Engineering,175100.0,Senior,Remote,M,1
Data Analysis,122500.0,Senior,Remote,M,1
Data Analysis,82500.0,Senior,Remote,M,1
Data Analysis,95000.0,Senior,In-person,M,0
Data Analysis,130000.0,Mid-level,In-person,M,2
Data Science and Research,217000.0,Mid-level,In-person,M,2
Data Science and Research,192000.0,Mid-level,In-person,M,2
Data Management and Strategy,90000.0,Senior,In-person,M,0
Data Management and Strategy,60000.0,Senior,In-person,M,0
Machine Learning and AI,322612.5,Senior,In-person,M,0
Machine Learning and AI,168000.0,Senior,In-person,M,0
Data Science and Research,234900.0,Senior,In-person,M,0
Data Science and Research,113500.0,Senior,In-person,M,0
Data Engineering,322612.5,Senior,In-person,M,0
Data Engineering,245000.0,Senior,In-person,M,0
Data Engineering,255000.0,Senior,In-person,M,0
Data Engineering,202500.00000000003,Senior,In-person,M,0
Data Engineering,177500.0,Senior,In-person,M,0
Data Engineering,150000.0,Senior,In-person,M,0
Data Architecture and Modeling,155000.0,Senior,Remote,L,1
Data Architecture and Modeling,130000.0,Senior,Remote,L,1
Machine Learning and AI,170200.0,Senior,In-person,M,0
Machine Learning and AI,83900.0,Senior,In-person,M,0
Data Engineering,213600.0,Senior,In-person,M,0
Data Engineering,103200.0,Senior,In-person,M,0
Data Science and Research,153000.0,Senior,Remote,M,1
Data Science and Research,250000.0,Mid-level,In-person,M,2
Data Science and Research,322612.5,Senior,In-person,M,0
Data Science and Research,310000.0,Senior,In-person,M,0
Data Analysis,88000.0,Senior,Remote,M,1
Machine Learning and AI,157999.99999999997,Senior,Remote,M,1
Machine Learning and AI,108000.0,Senior,Remote,M,1
Data Engineering,310000.0,Senior,In-person,M,0
Data Engineering,129192.0,Senior,In-person,M,0
Data Engineering,98432.0,Senior,In-person,M,0
Machine Learning and AI,322612.5,Mid-level,In-person,M,2
Machine Learning and AI,40680.0,Mid-level,In-person,M,2
Data Architecture and Modeling,306000.0,Senior,Remote,M,1
Data Architecture and Modeling,204000.0,Senior,Remote,M,1
Machine Learning and AI,75577.00000000001,Mid-level,In-person,M,2
Data Analysis,322612.5,Mid-level,In-person,M,2
Data Analysis,92280.0,Mid-level,In-person,M,2
Data Engineering,188600.0,Senior,In-person,M,0
Data Engineering,111549.99999999999,Senior,In-person,M,0
Machine Learning and AI,322612.5,Senior,In-person,M,0
Data Engineering,129100.0,Senior,In-person,M,0
Data Engineering,111400.0,Senior,In-person,M,0
Data Analysis,135000.0,Senior,Remote,M,1
Machine Learning and AI,242921.00000000003,Senior,In-person,M,0
Machine Learning and AI,170045.0,Senior,In-person,M,0
Data Architecture and Modeling,175000.0,Senior,In-person,M,0
Data Architecture and Modeling,90000.0,Senior,In-person,M,0
Data Science and Research,154800.0,Mid-level,In-person,M,2
Data Science and Research,76300.00000000001,Mid-level,In-person,M,2
Data Science and Research,178600.0,Senior,In-person,M,0
Data Science and Research,88600.0,Senior,In-person,M,0
Data Science and Research,207345.0,Senior,Remote,M,1
Data Science and Research,180300.0,Senior,Remote,M,1
Leadership and Management,205000.00000000003,Senior,In-person,M,0
Leadership and Management,167500.0,Senior,In-person,M,0
Data Science and Research,228045.0,Senior,Remote,M,1
Data Science and Research,198300.0,Senior,Remote,M,1
Data Engineering,140000.0,Senior,Remote,M,1
BI and Visualization,100000.00000000001,Mid-level,In-person,M,2
Data Science and Research,78125.0,Mid-level,In-person,M,2
Data Science and Research,40423.0,Mid-level,In-person,M,2
Data Architecture and Modeling,140000.0,Senior,In-person,M,0
Data Architecture and Modeling,100000.00000000001,Senior,In-person,M,0
Leadership and Management,125000.0,Mid-level,In-person,M,2
BI and Visualization,99000.0,Senior,In-person,M,0
Data Engineering,120000.0,Mid-level,Remote,M,4
BI and Visualization,194500.0,Senior,Remote,M,1
BI and Visualization,132320.0,Senior,Remote,M,1
Data Analysis,223602.0,Senior,In-person,M,0
Data Analysis,143520.0,Senior,In-person,M,0
Data Engineering,121809.0,Senior,Remote,M,1
Data Engineering,83667.0,Senior,Remote,M,1
Data Engineering,140000.0,Mid-level,Remote,M,4
Data Engineering,154000.0,Senior,In-person,M,0
Data Engineering,103000.0,Senior,In-person,M,0
Data Analysis,90000.0,Senior,Remote,M,1
Data Science and Research,296100.0,Senior,In-person,M,0
Data Science and Research,144500.0,Senior,In-person,M,0
Data Analysis,118600.0,Senior,In-person,M,0
Data Analysis,96800.0,Senior,In-person,M,0
Data Science and Research,100000.00000000001,Entry-level,Remote,M,3
Machine Learning and AI,48585.0,Mid-level,Remote,M,4
Data Analysis,142000.0,Mid-level,In-person,M,2
Data Analysis,128000.0,Mid-level,In-person,M,2
Data Engineering,99500.0,Senior,In-person,M,0
Data Engineering,53300.0,Senior,In-person,M,0
Data Engineering,165000.0,Senior,In-person,M,0
Data Science and Research,172000.0,Senior,In-person,M,0
Data Engineering,250000.0,Senior,In-person,M,0
Data Architecture and Modeling,234900.0,Senior,In-person,M,0
Data Architecture and Modeling,68400.00000000001,Senior,In-person,M,0
Data Science and Research,139000.0,Senior,In-person,M,0
Data Analysis,139600.0,Senior,In-person,M,0
Data Analysis,85700.0,Senior,In-person,M,0
Data Engineering,143000.0,Senior,In-person,M,0
Data Engineering,95000.0,Senior,In-person,M,0
Machine Learning and AI,322612.5,Senior,Remote,M,1
Machine Learning and AI,188000.0,Senior,Remote,M,1
Data Science and Research,238000.0,Senior,Remote,M,1
Data Science and Research,156000.0,Senior,Remote,M,1
Data Analysis,145000.0,Senior,Remote,M,1
Data Analysis,106000.0,Senior,Remote,M,1
Data Engineering,269100.0,Senior,In-person,M,0
Data Engineering,131300.0,Senior,In-person,M,0
Data Engineering,73824.0,Senior,In-person,M,0
Data Engineering,61520.00000000001,Senior,In-person,M,0
Data Science and Research,252990.0,Mid-level,Remote,M,4
Data Science and Research,162170.0,Mid-level,Remote,M,4
Machine Learning and AI,260000.0,Senior,Remote,M,1
Machine Learning and AI,235000.0,Senior,Remote,M,1
Data Science and Research,212800.0,Senior,Remote,M,1
Data Science and Research,111600.0,Senior,Remote,M,1
Data Analysis,130000.0,Senior,Remote,M,1
BI and Visualization,194521.0,Senior,In-person,M,0
BI and Visualization,176838.0,Senior,In-person,M,0
Data Science and Research,191765.0,Senior,In-person,M,0
Data Science and Research,134236.0,Senior,In-person,M,0
Data Science and Research,198800.0,Senior,In-person,M,0
Data Science and Research,90700.0,Senior,In-person,M,0
BI and Visualization,154800.0,Mid-level,In-person,M,2
BI and Visualization,76300.00000000001,Mid-level,In-person,M,2
Leadership and Management,130000.0,Mid-level,Remote,M,4
Leadership and Management,115000.0,Mid-level,Remote,M,4
Machine Learning and AI,200000.00000000003,Mid-level,In-person,M,2
Data Architecture and Modeling,155000.0,Senior,Remote,M,1
Leadership and Management,115500.00000000001,Mid-level,In-person,M,2
Leadership and Management,73500.00000000001,Mid-level,In-person,M,2
Data Science and Research,178999.99999999997,Senior,In-person,M,0
Data Science and Research,109000.0,Senior,In-person,M,0
Data Science and Research,233299.99999999997,Senior,In-person,M,0
Data Science and Research,155499.99999999997,Senior,In-person,M,0
Data Science and Research,306000.0,Senior,In-person,M,0
Data Science and Research,115100.0,Senior,In-person,L,0
Data Analysis,117500.0,Senior,Remote,M,1
Data Analysis,86720.0,Senior,Remote,M,1
Data Analysis,150000.0,Mid-level,In-person,M,2
Data Science and Research,212800.0,Senior,Remote,L,1
Data Science and Research,111600.0,Senior,Remote,L,1
BI and Visualization,135000.0,Senior,Remote,M,1
BI and Visualization,110000.0,Senior,Remote,M,1
Machine Learning and AI,175000.0,Senior,Remote,M,1
Machine Learning and AI,208450.0,Senior,In-person,M,0
Machine Learning and AI,151600.0,Senior,In-person,M,0
Data Science and Research,322612.5,Senior,In-person,M,0
Data Science and Research,159000.0,Senior,In-person,M,0
Data Science and Research,155000.0,Mid-level,Remote,M,4
Data Science and Research,135000.0,Mid-level,Remote,M,4
Data Engineering,223250.0,Senior,In-person,M,0
Data Engineering,156275.0,Senior,In-person,M,0
Data Engineering,220000.0,Senior,In-person,M,0
Leadership and Management,245000.0,Senior,Remote,M,1
Leadership and Management,185000.0,Senior,Remote,M,1
Data Analysis,67500.0,Mid-level,In-person,M,2
Data Analysis,46500.0,Mid-level,In-person,M,2
Machine Learning and AI,270000.0,Senior,Remote,M,1
Machine Learning and AI,232200.0,Senior,Remote,M,1
Data Engineering,43187.0,Mid-level,Remote,L,4
Data Analysis,78000.0,Mid-level,In-person,M,2
Machine Learning and AI,322612.5,Senior,In-person,M,0
Machine Learning and AI,178200.0,Senior,Remote,M,1
Machine Learning and AI,115000.0,Senior,Remote,M,1
Data Science and Research,204000.0,Mid-level,In-person,M,2
Data Engineering,143000.0,Mid-level,In-person,M,2
Data Engineering,95000.0,Mid-level,In-person,M,2
Data Science and Research,156400.0,Senior,In-person,M,0
Data Analysis,168000.0,Senior,In-person,M,0
Data Analysis,112000.0,Senior,In-person,M,0
Data Science and Research,253430.0,Senior,In-person,M,0
Data Science and Research,212780.0,Senior,In-person,M,0
Machine Learning and AI,265800.0,Senior,Remote,M,1
Machine Learning and AI,165500.0,Senior,Remote,M,1
Data Engineering,193000.0,Senior,Remote,M,1
Data Engineering,134000.0,Senior,Remote,M,1
Machine Learning and AI,180000.0,Senior,Remote,M,1
Leadership and Management,120681.0,Mid-level,Remote,M,4
Leadership and Management,72409.0,Mid-level,Remote,M,4
Machine Learning and AI,139750.0,Senior,Remote,M,1
Data Engineering,254000.0,Senior,Remote,M,1
Data Science and Research,272290.0,Senior,Remote,M,1
Data Science and Research,169374.0,Senior,Remote,M,1
Data Science and Research,195000.0,Senior,Remote,L,1
Data Science and Research,142200.0,Senior,In-person,M,0
Data Analysis,17000.0,Mid-level,Remote,L,4
Data Engineering,181499.99999999997,Senior,In-person,M,0
Data Engineering,112200.0,Senior,In-person,M,0
Machine Learning and AI,100000.00000000001,Mid-level,Remote,M,4
Machine Learning and AI,250500.0,Senior,In-person,M,0
Machine Learning and AI,166600.0,Senior,In-person,M,0
Machine Learning and AI,247500.0,Senior,In-person,M,0
Machine Learning and AI,172200.0,Senior,In-person,M,0
Data Science and Research,223290.0,Senior,In-person,M,0
Data Science and Research,131310.0,Senior,In-person,M,0
Machine Learning and AI,35000.0,Entry-level,Remote,M,3
Machine Learning and AI,53984.00000000001,Senior,Remote,S,1
Data Science and Research,135960.0,Senior,In-person,M,0
Data Science and Research,70960.0,Senior,In-person,M,0
Data Engineering,128750.0,Senior,In-person,M,0
Data Engineering,86250.0,Senior,In-person,M,0
Data Engineering,110736.0,Senior,In-person,M,0
Data Engineering,92280.0,Senior,In-person,M,0
Data Analysis,185100.0,Senior,Remote,M,1
Data Analysis,133300.0,Senior,Remote,M,1
Data Engineering,75000.0,Senior,In-person,M,0
Machine Learning and AI,130000.0,Entry-level,Remote,L,3
Data Analysis,73824.0,Senior,In-person,M,0
Data Analysis,61520.00000000001,Senior,In-person,M,0
Machine Learning and AI,85000.0,Mid-level,In-person,M,2
Leadership and Management,80000.0,Mid-level,In-person,M,2
Leadership and Management,70000.0,Mid-level,In-person,M,2
Data Science and Research,260000.0,Senior,In-person,M,0
Leadership and Management,104999.99999999999,Senior,In-person,M,0
Leadership and Management,80000.0,Senior,In-person,M,0
Machine Learning and AI,95000.0,Senior,Remote,M,1
Data Engineering,204750.0,Senior,In-person,M,0
Data Engineering,153550.0,Senior,In-person,M,0
Data Engineering,141000.0,Senior,In-person,M,0
Data Engineering,175000.0,Senior,In-person,M,0
Data Science and Research,120000.0,Senior,Remote,M,1
Machine Learning and AI,207611.0,Senior,In-person,M,0
Machine Learning and AI,127876.0,Senior,In-person,M,0
Data Science and Research,170000.0,Mid-level,Remote,M,4
Data Science and Research,144500.0,Mid-level,Remote,M,4
Machine Learning and AI,255360.0,Senior,In-person,M,0
Machine Learning and AI,212800.0,Senior,In-person,M,0
Data Analysis,106400.0,Senior,In-person,M,0
Data Analysis,81800.00000000001,Senior,In-person,M,0
Leadership and Management,69139.0,Mid-level,Remote,M,4
BI and Visualization,100631.0,Mid-level,In-person,M,2
BI and Visualization,80505.0,Mid-level,In-person,M,2
Data Engineering,300105.0,Senior,In-person,M,0
Data Engineering,151090.0,Senior,In-person,M,0
Machine Learning and AI,217600.0,Mid-level,In-person,M,2
Machine Learning and AI,145000.0,Mid-level,In-person,M,2
Data Science and Research,79976.0,Mid-level,Remote,M,4
Data Science and Research,55368.00000000001,Mid-level,Remote,M,4
Data Engineering,129000.0,Senior,Remote,M,1
Data Science and Research,50000.00000000001,Senior,In-person,M,0
Data Engineering,108000.0,Senior,In-person,M,0
Data Analysis,80000.0,Mid-level,In-person,M,2
Data Analysis,59500.0,Mid-level,In-person,M,2
Machine Learning and AI,173400.0,Senior,In-person,M,0
Data Architecture and Modeling,214999.99999999997,Senior,Remote,M,1
Data Architecture and Modeling,153000.0,Senior,Remote,M,1
Machine Learning and AI,210398.0,Senior,In-person,M,0
Machine Learning and AI,147648.0,Senior,In-person,M,0
Machine Learning and AI,60000.0,Senior,Remote,L,1
Machine Learning and AI,54000.0,Mid-level,In-person,S,2
Data Engineering,202000.0,Senior,Remote,M,1
Data Engineering,132000.0,Senior,Remote,M,1
Data Analysis,73824.0,Mid-level,In-person,M,2
Data Science and Research,81206.0,Mid-level,In-person,M,2
Data Management and Strategy,90000.0,Mid-level,Remote,M,4
Data Management and Strategy,73000.0,Mid-level,Remote,M,4
BI and Visualization,150000.0,Mid-level,Remote,M,4
BI and Visualization,135000.0,Mid-level,Remote,M,4
BI and Visualization,156400.0,Senior,In-person,M,0
Data Science and Research,185900.0,Mid-level,In-person,M,2
Data Science and Research,129300.0,Mid-level,In-person,M,2
Data Engineering,146000.0,Mid-level,In-person,M,2
Data Engineering,97000.0,Mid-level,In-person,M,2
Data Engineering,147100.0,Senior,In-person,M,0
Data Engineering,90700.0,Senior,In-person,M,0
Data Science and Research,257000.00000000003,Senior,Remote,M,1
Data Science and Research,197000.0,Senior,Remote,M,1
BI and Visualization,120000.0,Senior,Remote,M,1
Data Engineering,84800.0,Senior,In-person,M,0
Data Science and Research,135344.0,Mid-level,In-person,M,2
Data Science and Research,98432.0,Mid-level,In-person,M,2
Data Analysis,53120.00000000001,Mid-level,In-person,M,2
Data Analysis,33686.0,Mid-level,In-person,M,2
Data Engineering,260000.0,Senior,In-person,M,0
Data Engineering,225000.0,Senior,In-person,M,0
Machine Learning and AI,322612.5,Senior,In-person,M,0
Leadership and Management,213600.0,Senior,In-person,M,0
Leadership and Management,142400.0,Senior,In-person,M,0
Machine Learning and AI,85000.0,Mid-level,Remote,M,4
