job_category,salary_in_usd,experience_level,work_setting,company_size,Cluster
Leadership and Management,106000.0,Senior,In-person,M,0
Data Engineering,290000.0,Senior,Remote,M,1
Data Engineering,192000.0,Senior,In-person,M,0
Data Engineering,172800.0,Senior,In-person,M,0
Data Science and Research,300240.0,Senior,In-person,M,0
Data Science and Research,200160.0,Senior,In-person,M,0
Leadership and Management,169000.00000000003,Senior,In-person,M,0
Leadership and Management,100000.00000000001,Senior,In-person,M,0
Data Engineering,116888.0,Mid-level,Remote,L,4
Data Analysis,110000.0,Senior,Remote,S,1
Data Analysis,80000.0,Senior,Remote,S,1
Data Engineering,137500.0,Senior,Remote,M,1
Data Engineering,81500.0,Senior,Remote,M,1
Machine Learning and AI,30000.0,Mid-level,In-person,S,2
Machine Learning and AI,186000.0,Senior,Remote,M,1
Machine Learning and AI,153088.0,Senior,Remote,M,1
Data Engineering,190000.0,Mid-level,In-person,M,2
Data Engineering,66000.00000000001,Senior,Remote,M,1
Machine Learning and AI,148500.0,Mid-level,In-person,M,2
Machine Learning and AI,126277.0,Mid-level,In-person,M,2
Data Architecture and Modeling,228000.0,Senior,In-person,M,0
Machine Learning and AI,272000.0,Senior,In-person,M,0
Data Engineering,259000.0,Senior,Remote,M,1
Data Analysis,110736.0,Mid-level,In-person,M,2
Data Analysis,18160.0,Entry-level,Remote,L,3
Data Science and Research,19910.0,Entry-level,Remote,L,3
Data Science and Research,247500.0,Senior,In-person,M,0
Data Science and Research,172200.0,Senior,In-person,M,0
Machine Learning and AI,107968.0,Senior,Remote,M,1
Machine Learning and AI,75577.00000000001,Senior,Remote,M,1
Machine Learning and AI,288000.0,Senior,Remote,M,1
Data Science and Research,61520.00000000001,Mid-level,In-person,M,2
Data Science and Research,215050.0,Senior,Remote,M,1
Data Architecture and Modeling,198000.0,Senior,Remote,M,1
Data Architecture and Modeling,114000.0,Senior,Remote,M,1
Data Science and Research,209300.0,Senior,Remote,M,1
Data Science and Research,182200.0,Senior,Remote,M,1
Machine Learning and AI,49216.0,Mid-level,Remote,M,4
Data Science and Research,60000.0,Entry-level,Remote,M,3
Machine Learning and AI,147100.0,Senior,In-person,M,0
Machine Learning and AI,90700.0,Senior,In-person,M,0
Data Analysis,227000.0,Senior,In-person,M,0
Data Architecture and Modeling,160000.0,Senior,Remote,M,1
Data Analysis,56143.0,Senior,Remote,M,1
Data Analysis,51824.0,Senior,Remote,M,1
Data Architecture and Modeling,153799.0,Senior,Remote,L,1
Data Analysis,52499.99999999999,Senior,In-person,M,0
Data Engineering,250000.0,Senior,Remote,M,1
Data Engineering,162500.0,Senior,Remote,M,1
Data Analysis,124000.0,Mid-level,In-person,M,2
Data Engineering,63000.000000000015,Senior,Remote,M,1
Data Science and Research,253750.0,Senior,In-person,M,0
Data Science and Research,169200.0,Senior,In-person,M,0
Data Science and Research,170000.0,Mid-level,In-person,M,2
Data Science and Research,120000.0,Mid-level,In-person,M,2
Data Engineering,213580.0,Senior,Remote,M,1
Data Engineering,163625.0,Senior,Remote,M,1
Machine Learning and AI,322612.5,Senior,Remote,M,1
Data Engineering,102569.0,Senior,Remote,M,1
Data Science and Research,231250.0,Senior,Remote,M,1
Data Science and Research,138750.0,Senior,Remote,M,1
Machine Learning and AI,284310.0,Senior,In-person,M,0
Machine Learning and AI,153090.0,Senior,In-person,M,0
Data Analysis,86128.0,Mid-level,In-person,M,2
Data Science and Research,225900.0,Senior,In-person,M,0
Data Analysis,322612.5,Senior,In-person,M,0
Data Engineering,241871.00000000003,Senior,In-person,M,0
Data Engineering,133832.0,Senior,In-person,M,0
Machine Learning and AI,36000.0,Mid-level,Remote,S,4
Machine Learning and AI,123040.0,Mid-level,In-person,M,2
Machine Learning and AI,98432.0,Mid-level,In-person,M,2
Data Science and Research,216100.0,Senior,In-person,M,0
Data Science and Research,140800.0,Senior,In-person,M,0
Machine Learning and AI,147648.0,Mid-level,In-person,M,2
Machine Learning and AI,53984.00000000001,Senior,Remote,L,1
Data Engineering,63980.0,Mid-level,Remote,M,4
Data Science and Research,155850.0,Senior,In-person,M,0
Data Science and Research,102543.99999999999,Senior,In-person,M,0
Data Science and Research,151410.0,Mid-level,Remote,M,4
Data Science and Research,115360.0,Mid-level,Remote,M,4
Data Engineering,59382.000000000015,Mid-level,Remote,M,4
Data Science and Research,120250.0,Senior,In-person,M,0
Data Engineering,26992.0,Entry-level,Remote,L,3
Data Science and Research,180000.0,Entry-level,Remote,M,3
Leadership and Management,204500.0,Senior,In-person,M,0
Leadership and Management,138900.0,Senior,In-person,M,0
Data Science and Research,22999.999999999996,Mid-level,Remote,L,4
Machine Learning and AI,110000.0,Mid-level,Remote,L,4
Data Engineering,182749.99999999997,Senior,Remote,M,1
Data Engineering,137500.0,Senior,In-person,M,0
Data Science and Research,165000.0,Senior,Remote,M,1
Data Science and Research,144000.0,Senior,Remote,M,1
Leadership and Management,199000.0,Senior,In-person,M,0
Leadership and Management,112000.0,Senior,In-person,M,0
Data Engineering,130000.0,Entry-level,Remote,S,3
Data Science and Research,183000.0,Senior,In-person,M,0
Data Science and Research,322612.5,Senior,In-person,L,0
Data Science and Research,262500.0,Senior,In-person,L,0
Data Analysis,122000.0,Senior,In-person,M,0
Data Science and Research,158677.0,Senior,Remote,M,1
Data Analysis,103200.0,Mid-level,In-person,M,2
Data Analysis,61200.00000000001,Mid-level,In-person,M,2
Data Science and Research,155000.0,Mid-level,Remote,L,4
Data Architecture and Modeling,174500.0,Senior,In-person,M,0
Data Architecture and Modeling,113000.00000000001,Senior,In-person,M,0
Data Analysis,87000.00000000001,Senior,Remote,M,1
Data Analysis,108000.0,Senior,Remote,M,1
Data Engineering,107250.0,Senior,Remote,M,1
Data Engineering,119000.0,Senior,In-person,M,0
Data Science and Research,285800.0,Senior,Remote,M,1
Data Science and Research,154600.0,Senior,Remote,M,1
Data Analysis,30000.0,Entry-level,Remote,S,3
Data Science and Research,195000.0,Mid-level,In-person,M,2
Leadership and Management,168399.99999999997,Senior,In-person,M,0
Leadership and Management,200000.00000000003,Senior,Remote,M,1
Data Engineering,153000.0,Senior,Remote,M,1
Data Engineering,90000.0,Senior,Remote,M,1
Data Analysis,109000.0,Mid-level,In-person,M,2
Machine Learning and AI,50000.00000000001,Mid-level,In-person,S,2
Data Analysis,125600.0,Senior,Remote,M,1
Data Analysis,141290.0,Senior,In-person,M,0
Data Analysis,74178.0,Senior,In-person,M,0
Data Engineering,107499.99999999999,Senior,Remote,M,1
Data Analysis,52499.99999999999,Mid-level,In-person,M,2
Data Science and Research,84000.0,Senior,Remote,M,1
Machine Learning and AI,135000.0,Senior,In-person,M,0
Machine Learning and AI,200000.00000000003,Senior,Remote,S,1
Data Science and Research,80000.0,Mid-level,Remote,S,4
Data Science and Research,257000.00000000003,Senior,In-person,M,0
Data Science and Research,77737.0,Senior,In-person,M,0
Data Analysis,51824.0,Senior,In-person,M,0
Data Analysis,41026.99999999999,Senior,In-person,M,0
Data Science and Research,183310.0,Mid-level,In-person,M,2
Data Analysis,102500.00000000001,Senior,Remote,M,1
Data Science and Research,94000.0,Senior,In-person,M,0
Data Science and Research,182000.0,Senior,In-person,M,0
Machine Learning and AI,77737.0,Senior,In-person,M,0
Data Analysis,105500.0,Mid-level,In-person,M,2
Data Science and Research,110000.0,Mid-level,Remote,L,4
Data Analysis,79976.0,Mid-level,In-person,M,2
Data Analysis,44356.0,Mid-level,In-person,M,2
Data Science and Research,153400.0,Senior,In-person,M,0
Data Science and Research,122700.0,Senior,In-person,M,0
Machine Learning and AI,87000.00000000001,Mid-level,In-person,M,2
Data Science and Research,50000.00000000001,Entry-level,Remote,M,3
Machine Learning and AI,234100.0,Senior,Remote,M,1
Machine Learning and AI,203500.0,Senior,Remote,M,1
Data Engineering,232200.0,Senior,Remote,M,1
Data Engineering,167200.0,Senior,Remote,M,1
BI and Visualization,197000.0,Senior,In-person,M,0
BI and Visualization,106000.0,Senior,In-person,M,0
Leadership and Management,225000.0,Senior,In-person,M,0
Leadership and Management,200000.00000000003,Senior,In-person,M,0
Data Engineering,114000.0,Senior,Remote,M,1
Data Engineering,291500.0,Senior,In-person,M,0
Data Engineering,80000.0,Mid-level,Remote,M,4
Data Analysis,116000.0,Mid-level,In-person,M,2
Data Analysis,72000.0,Mid-level,In-person,M,2
Leadership and Management,207000.0,Senior,In-person,M,0
Leadership and Management,167000.0,Senior,In-person,M,0
Data Engineering,133800.0,Senior,Remote,M,1
Data Engineering,96100.0,Senior,Remote,M,1
Cloud and Database,140000.0,Senior,Remote,M,1
Cloud and Database,115000.0,Senior,Remote,M,1
Data Science and Research,126100.0,Senior,In-person,L,0
Data Science and Research,72000.0,Senior,In-person,L,0
Machine Learning and AI,175000.0,Mid-level,Remote,M,4
Data Analysis,240500.0,Senior,In-person,M,0
Data Analysis,137500.0,Senior,In-person,M,0
Data Science and Research,187500.0,Mid-level,In-person,M,2
Data Science and Research,165000.0,Mid-level,In-person,M,2
Data Science and Research,73824.0,Mid-level,In-person,L,2
Data Analysis,25216.0,Entry-level,Remote,L,3
Data Science and Research,165750.0,Senior,In-person,M,0
Machine Learning and AI,165750.0,Senior,Remote,M,1
Machine Learning and AI,110367.0,Mid-level,In-person,M,2
Machine Learning and AI,67979.0,Mid-level,In-person,M,2
Data Engineering,175308.0,Senior,In-person,M,0
Data Engineering,100706.0,Senior,In-person,M,0
Data Engineering,70179.0,Senior,In-person,M,0
Data Engineering,37788.0,Senior,In-person,M,0
Data Engineering,231250.0,Senior,Remote,M,1
Data Engineering,138750.0,Senior,Remote,M,1
Leadership and Management,133000.0,Senior,In-person,L,0
Data Science and Research,272550.0,Senior,In-person,M,0
Data Science and Research,198200.0,Senior,In-person,M,0
Data Engineering,187500.0,Senior,Remote,M,1
Data Analysis,155000.0,Senior,Remote,M,1
Data Analysis,64000.00000000001,Senior,Remote,M,1
Data Science and Research,143100.0,Senior,In-person,M,0
Data Science and Research,113000.00000000001,Senior,In-person,M,0
Data Science and Research,142000.0,Senior,Remote,M,1
Data Science and Research,180560.0,Senior,In-person,M,0
Data Science and Research,115440.0,Senior,In-person,M,0
Data Science and Research,110000.0,Senior,In-person,M,0
Machine Learning and AI,76284.0,Mid-level,Remote,M,4
Machine Learning and AI,63980.0,Mid-level,Remote,M,4
Data Engineering,141600.0,Senior,In-person,M,0
Machine Learning and AI,59059.00000000001,Mid-level,Remote,M,4
Machine Learning and AI,46755.0,Mid-level,Remote,M,4
Data Engineering,128000.0,Senior,Remote,M,1
Data Engineering,235999.99999999997,Senior,Remote,M,1
Leadership and Management,125000.0,Senior,Remote,L,1
Data Science and Research,94500.0,Senior,In-person,M,0
Data Science and Research,127500.0,Mid-level,Remote,M,4
Data Science and Research,126500.0,Senior,Remote,M,1
Data Science and Research,51000.0,Senior,Remote,M,1
Machine Learning and AI,40000.0,Entry-level,Remote,M,3
Data Science and Research,272550.0,Senior,Remote,M,1
Data Science and Research,94560.0,Mid-level,Remote,M,4
Data Science and Research,52532.99999999999,Mid-level,Remote,M,4
Machine Learning and AI,248400.0,Senior,Remote,M,1
Machine Learning and AI,183600.0,Senior,Remote,M,1
Data Engineering,216000.0,Senior,Remote,M,1
Data Analysis,149000.0,Senior,Remote,M,1
Data Analysis,119000.0,Senior,Remote,M,1
Machine Learning and AI,246000.0,Senior,Remote,M,1
Machine Learning and AI,201000.0,Senior,Remote,M,1
Machine Learning and AI,185000.0,Senior,Remote,M,1
Cloud and Database,190000.0,Senior,Remote,M,1
Cloud and Database,160000.0,Senior,Remote,M,1
Data Analysis,100000.00000000001,Entry-level,Remote,M,3
Data Engineering,115000.0,Mid-level,In-person,M,2
Data Science and Research,92350.0,Mid-level,In-person,M,2
Data Science and Research,67723.0,Mid-level,In-person,M,2
Machine Learning and AI,44365.0,Mid-level,Remote,S,4
Data Engineering,92350.0,Mid-level,Remote,M,4
Data Engineering,73880.0,Mid-level,Remote,M,4
Data Engineering,73546.00000000001,Senior,In-person,M,0
Data Engineering,36773.0,Senior,In-person,M,0
Machine Learning and AI,125000.0,Senior,Remote,L,1
Data Science and Research,47280.0,Senior,In-person,M,0
Data Science and Research,37824.0,Senior,In-person,M,0
Data Science and Research,249500.0,Senior,In-person,M,0
Data Science and Research,149850.0,Senior,In-person,M,0
Leadership and Management,122500.0,Mid-level,Remote,M,4
Leadership and Management,100000.00000000001,Mid-level,Remote,M,4
Machine Learning and AI,58837.00000000001,Mid-level,Remote,S,4
Data Science and Research,182749.99999999997,Senior,Remote,M,1
Data Science and Research,161500.0,Senior,Remote,M,1
Data Analysis,102640.0,Mid-level,Remote,M,4
Data Analysis,66100.00000000001,Mid-level,Remote,M,4
Data Engineering,198800.0,Senior,In-person,M,0
Data Engineering,122600.0,Senior,In-person,M,0
Data Engineering,153000.0,Mid-level,Remote,M,4
Machine Learning and AI,255000.0,Senior,Remote,M,1
Data Analysis,322612.5,Mid-level,In-person,M,2
Data Analysis,55410.000000000015,Mid-level,In-person,M,2
Data Analysis,50432.0,Senior,In-person,M,0
Data Analysis,39925.0,Senior,In-person,M,0
Data Analysis,166700.0,Senior,In-person,M,0
Data Analysis,119000.0,Senior,In-person,M,0
Data Engineering,68293.0,Senior,In-person,M,0
Machine Learning and AI,190000.0,Senior,Remote,L,1
Data Engineering,194000.0,Senior,Remote,M,1
Data Engineering,129400.0,Senior,Remote,M,1
Data Analysis,201000.0,Senior,Remote,M,1
Data Analysis,89200.0,Senior,Remote,M,1
Machine Learning and AI,130000.0,Mid-level,Remote,M,4
Data Engineering,152500.0,Senior,In-person,M,0
Data Engineering,178750.0,Senior,In-person,M,0
Data Science and Research,63040.0,Mid-level,Remote,M,4
Data Science and Research,95000.0,Senior,In-person,M,0
Data Engineering,197430.0,Senior,Remote,M,1
Data Engineering,134760.0,Senior,Remote,M,1
Data Engineering,197000.0,Senior,In-person,M,0
Data Engineering,110446.0,Mid-level,In-person,M,2
Data Engineering,79178.00000000001,Mid-level,In-person,M,2
Data Science and Research,70186.0,Mid-level,In-person,M,2
Data Science and Research,51716.0,Mid-level,In-person,M,2
Data Analysis,115000.0,Senior,Remote,S,1
Data Analysis,171000.0,Senior,Remote,L,1
Leadership and Management,50000.00000000001,Entry-level,Remote,S,3
Data Engineering,230000.0,Senior,Remote,M,1
Data Engineering,154600.0,Senior,Remote,M,1
Data Engineering,213000.0,Senior,In-person,M,0
Machine Learning and AI,227200.0,Senior,Remote,M,1
Data Science and Research,64090.0,Mid-level,In-person,M,2
Data Science and Research,60938.0,Mid-level,In-person,M,2
Machine Learning and AI,243000.0,Senior,Remote,M,1
Machine Learning and AI,183000.0,Senior,Remote,M,1
Data Engineering,132000.0,Senior,In-person,M,0
Data Analysis,96000.0,Senior,Remote,M,1
Data Analysis,92350.0,Senior,In-person,M,0
Data Analysis,70186.0,Senior,In-person,M,0
Machine Learning and AI,115573.0,Senior,Remote,M,1
Machine Learning and AI,73546.00000000001,Senior,Remote,M,1
Data Engineering,42026.0,Senior,In-person,M,0
Data Engineering,191200.0,Senior,In-person,M,0
Data Engineering,230000.0,Senior,In-person,L,0
Data Engineering,154600.0,Senior,In-person,L,0
Data Analysis,80000.0,Mid-level,Remote,L,4
Leadership and Management,135000.0,Senior,In-person,M,0
Leadership and Management,110000.0,Senior,In-person,M,0
Data Engineering,205000.00000000003,Senior,Remote,M,1
Data Engineering,179500.0,Senior,In-person,M,0
Data Architecture and Modeling,235000.0,Senior,Remote,M,1
Data Management and Strategy,165000.0,Mid-level,In-person,M,2
Data Management and Strategy,135000.0,Mid-level,In-person,M,2
Machine Learning and AI,86193.0,Mid-level,Remote,M,4
Machine Learning and AI,49253.00000000001,Mid-level,Remote,M,4
Machine Learning and AI,100000.00000000001,Entry-level,Remote,M,3
Leadership and Management,104663.00000000001,Mid-level,In-person,M,2
Leadership and Management,73880.0,Mid-level,In-person,M,2
Data Science and Research,148000.0,Senior,Remote,M,1
Data Science and Research,107000.0,Senior,Remote,M,1
Data Engineering,63040.0,Senior,In-person,M,0
Data Engineering,161000.0,Mid-level,Remote,M,4
Data Engineering,117999.99999999999,Mid-level,Remote,M,4
Data Management and Strategy,68293.0,Senior,In-person,L,0
Data Analysis,177000.0,Senior,In-person,M,0
Data Engineering,80000.0,Mid-level,In-person,M,2
Data Engineering,61566.00000000001,Senior,Remote,M,1
Data Engineering,43096.00000000001,Senior,Remote,M,1
Data Engineering,175000.0,Mid-level,Remote,M,4
Leadership and Management,193750.0,Senior,Remote,M,1
Leadership and Management,116250.0,Senior,Remote,M,1
Data Engineering,193750.0,Senior,Remote,M,1
Data Engineering,116250.0,Senior,Remote,M,1
Data Science and Research,208000.0,Senior,Remote,M,1
Data Science and Research,300000.0,Senior,Remote,M,1
Machine Learning and AI,104663.00000000001,Mid-level,In-person,M,2
Machine Learning and AI,80036.0,Mid-level,In-person,M,2
Data Science and Research,140700.0,Senior,In-person,M,0
Data Science and Research,93800.0,Senior,In-person,M,0
Data Science and Research,322612.5,Senior,Remote,M,1
Machine Learning and AI,104697.0,Mid-level,Remote,L,4
Machine Learning and AI,33000.0,Entry-level,Remote,S,3
Machine Learning and AI,34672.0,Entry-level,Remote,S,3
Machine Learning and AI,201000.0,Senior,In-person,M,0
Data Analysis,154560.0,Senior,In-person,M,0
Data Analysis,123648.0,Senior,In-person,M,0
Data Engineering,170000.0,Mid-level,In-person,M,2
Data Science and Research,177500.0,Senior,Remote,M,1
Data Architecture and Modeling,192563.99999999997,Senior,Remote,M,1
Data Engineering,179305.00000000003,Senior,Remote,M,1
Data Engineering,142127.0,Senior,Remote,M,1
Data Engineering,315000.0,Senior,Remote,M,1
Data Science and Research,243900.00000000003,Senior,Remote,M,1
Data Science and Research,156600.0,Senior,Remote,M,1
Data Engineering,182500.0,Senior,Remote,M,1
Data Engineering,128500.00000000001,Senior,Remote,M,1
Leadership and Management,77300.0,Entry-level,Remote,M,3
Leadership and Management,45600.0,Entry-level,Remote,M,3
Data Architecture and Modeling,136000.0,Senior,Remote,M,1
Data Engineering,247500.0,Senior,In-person,M,0
Data Engineering,172200.0,Senior,In-person,M,0
Data Engineering,184100.0,Senior,In-person,M,0
Data Science and Research,85000.0,Mid-level,Remote,M,4
Data Science and Research,78000.0,Mid-level,Remote,M,4
Data Engineering,61566.00000000001,Entry-level,Remote,M,3
Data Engineering,49253.00000000001,Entry-level,Remote,M,3
Data Science and Research,198440.0,Senior,In-person,L,0
Data Science and Research,144000.0,Senior,In-person,L,0
Data Science and Research,198440.0,Senior,In-person,M,0
Data Analysis,64000.00000000001,Entry-level,Remote,L,3
Machine Learning and AI,187200.0,Senior,Remote,M,1
Machine Learning and AI,116100.0,Senior,Remote,M,1
Data Analysis,127000.0,Senior,In-person,M,0
Data Engineering,275000.0,Senior,Remote,M,1
Data Science and Research,159699.0,Senior,In-person,M,0
Data Science and Research,138938.0,Senior,In-person,M,0
Leadership and Management,103432.0,Senior,In-person,M,0
Leadership and Management,92350.0,Senior,In-person,M,0
Data Science and Research,240000.0,Mid-level,Remote,M,4
Data Quality and Operations,123000.0,Senior,In-person,M,0
Data Quality and Operations,92250.0,Senior,In-person,M,0
Data Engineering,97000.0,Senior,Remote,M,1
Data Architecture and Modeling,81500.0,Senior,In-person,M,0
Data Quality and Operations,104999.99999999999,Senior,In-person,M,0
Data Quality and Operations,70000.0,Senior,In-person,M,0
Data Science and Research,122500.0,Senior,In-person,M,0
Data Engineering,171000.0,Senior,In-person,M,0
Data Engineering,117000.0,Senior,In-person,M,0
Data Science and Research,202800.0,Senior,In-person,L,0
Data Science and Research,104300.0,Senior,In-person,L,0
Data Analysis,36773.0,Senior,In-person,M,0
Data Science and Research,30000.0,Mid-level,Remote,L,4
Leadership and Management,78000.0,Mid-level,Remote,M,4
Leadership and Management,48000.0,Mid-level,Remote,M,4
Data Engineering,78000.0,Mid-level,Remote,M,4
Data Engineering,42000.0,Mid-level,Remote,M,4
Data Architecture and Modeling,322612.5,Senior,In-person,M,0
Data Architecture and Modeling,230400.0,Senior,In-person,M,0
BI and Visualization,78000.0,Mid-level,Remote,M,4
BI and Visualization,48000.0,Mid-level,Remote,M,4
Data Analysis,175950.0,Senior,Remote,M,1
Data Analysis,130050.0,Senior,Remote,M,1
Data Analysis,236600.0,Senior,Remote,M,1
Data Science and Research,84000.0,Mid-level,Remote,M,4
Data Science and Research,54000.0,Mid-level,Remote,M,4
Data Science and Research,80000.0,Entry-level,Remote,L,3
Data Analysis,200000.00000000003,Senior,Remote,S,1
Data Science and Research,73742.0,Entry-level,Remote,L,3
Data Science and Research,38000.0,Senior,Remote,M,1
Data Engineering,110820.00000000001,Mid-level,In-person,M,2
Data Engineering,92350.0,Mid-level,In-person,M,2
Data Science and Research,153600.0,Senior,Remote,M,1
Data Science and Research,106800.0,Senior,Remote,M,1
Data Science and Research,50000.00000000001,Senior,Remote,M,1
Data Science and Research,123400.00000000001,Senior,In-person,M,0
Data Science and Research,88100.0,Senior,In-person,M,0
Data Science and Research,120000.0,Senior,Remote,S,1
Data Science and Research,55000.0,Senior,Remote,S,1
Data Engineering,50000.00000000001,Senior,Remote,M,1
Machine Learning and AI,148500.0,Mid-level,Remote,L,4
Machine Learning and AI,98200.0,Mid-level,Remote,L,4
Data Architecture and Modeling,225000.0,Senior,Remote,M,1
Data Architecture and Modeling,66000.00000000001,Senior,Remote,M,1
Leadership and Management,134000.0,Mid-level,In-person,M,2
Leadership and Management,98000.0,Mid-level,In-person,M,2
Data Analysis,62000.0,Mid-level,In-person,M,2
Data Analysis,57000.0,Entry-level,Remote,L,3
Data Science and Research,144200.0,Mid-level,Remote,M,4
Data Science and Research,83171.0,Mid-level,In-person,L,2
Data Engineering,188700.0,Senior,Remote,M,1
Data Engineering,160394.99999999997,Senior,Remote,M,1
Data Science and Research,198440.0,Senior,Remote,M,1
Data Science and Research,191475.0,Senior,Remote,M,1
Data Science and Research,141525.0,Senior,Remote,M,1
Data Science and Research,75648.00000000001,Mid-level,Remote,S,4
Data Science and Research,156868.0,Senior,Remote,L,1
BI and Visualization,200000.00000000003,Senior,Remote,S,1
Machine Learning and AI,69344.0,Senior,Remote,L,1
Data Science and Research,126080.0,Mid-level,In-person,S,2
Data Science and Research,84053.0,Mid-level,In-person,S,2
Leadership and Management,108000.0,Mid-level,Remote,M,4
Leadership and Management,85000.0,Mid-level,Remote,M,4
Leadership and Management,135000.0,Mid-level,Remote,L,4
Data Engineering,178799.99999999997,Senior,Remote,L,1
Data Engineering,132100.0,Senior,Remote,L,1
Machine Learning and AI,110000.0,Senior,In-person,M,0
Data Engineering,229998.0,Senior,In-person,L,0
Data Engineering,154545.00000000003,Senior,In-person,L,0
Data Science and Research,214999.99999999997,Senior,In-person,L,0
Data Science and Research,159000.0,Senior,In-person,L,0
Data Science and Research,183000.0,Senior,Remote,L,1
Data Analysis,99750.0,Senior,Remote,M,1
Data Analysis,68400.00000000001,Senior,Remote,M,1
Data Science and Research,236900.0,Senior,Remote,L,1
Data Science and Research,159200.0,Senior,Remote,L,1
Data Science and Research,243225.0,Senior,Remote,M,1
Data Science and Research,179775.0,Senior,Remote,M,1
Data Science and Research,145300.0,Senior,In-person,M,0
Machine Learning and AI,195400.0,Senior,Remote,L,1
Machine Learning and AI,131300.0,Senior,Remote,L,1
Data Management and Strategy,104999.99999999999,Entry-level,Remote,L,3
Data Analysis,99000.0,Senior,In-person,M,0
Data Engineering,195700.0,Senior,In-person,M,0
Data Engineering,130500.0,Senior,In-person,M,0
Machine Learning and AI,130000.0,Senior,Remote,M,1
Machine Learning and AI,84000.0,Senior,Remote,M,1
Data Quality and Operations,100000.00000000001,Mid-level,Remote,M,4
Data Engineering,80036.0,Mid-level,Remote,M,4
Data Engineering,67723.0,Mid-level,Remote,M,4
Data Engineering,141300.0,Senior,In-person,M,0
Data Engineering,102100.0,Senior,In-person,M,0
Data Analysis,150000.0,Mid-level,Remote,L,4
Data Science and Research,102200.0,Mid-level,Remote,M,4
Machine Learning and AI,31520.0,Entry-level,Remote,M,3
Data Architecture and Modeling,195400.0,Senior,Remote,L,1
Data Architecture and Modeling,131300.0,Senior,Remote,L,1
Machine Learning and AI,60000.0,Mid-level,Remote,S,4
Data Analysis,50000.00000000001,Entry-level,Remote,L,3
Data Engineering,104999.99999999999,Senior,Remote,M,1
Data Science and Research,180000.0,Senior,Remote,L,1
Data Science and Research,165000.0,Senior,Remote,L,1
Machine Learning and AI,108000.0,Senior,In-person,L,0
Data Science and Research,179400.00000000003,Senior,In-person,M,0
Machine Learning and AI,129300.0,Senior,In-person,M,0
Leadership and Management,122500.0,Senior,Remote,M,1
Machine Learning and AI,15000.0,Entry-level,Remote,L,3
Data Science and Research,136994.0,Senior,Remote,M,1
Data Science and Research,101569.99999999999,Senior,Remote,M,1
Data Analysis,136000.0,Mid-level,Remote,M,4
Data Analysis,112000.0,Mid-level,Remote,M,4
Data Engineering,164000.0,Senior,In-person,M,0
Data Analysis,97500.0,Mid-level,Remote,L,4
Data Science and Research,142800.0,Senior,Remote,M,1
Data Science and Research,130240.0,Senior,In-person,M,0
Leadership and Management,165000.0,Senior,Remote,M,1
Leadership and Management,140250.0,Senior,Remote,M,1
Data Science and Research,179400.00000000003,Senior,Remote,M,1
Data Engineering,84053.0,Mid-level,Remote,M,4
Data Engineering,73546.00000000001,Mid-level,Remote,M,4
Data Engineering,98506.00000000001,Mid-level,Remote,M,4
Data Engineering,86193.0,Mid-level,Remote,M,4
Leadership and Management,102663.0,Senior,Remote,M,1
Leadership and Management,80041.0,Senior,Remote,M,1
Data Engineering,104611.0,Senior,Remote,M,1
Data Engineering,82280.0,Senior,Remote,M,1
Data Science and Research,191475.0,Senior,In-person,M,0
Data Science and Research,141525.0,Senior,In-person,M,0
Data Analysis,115000.0,Senior,In-person,L,0
Data Quality and Operations,81000.0,Senior,Remote,M,1
Data Quality and Operations,66000.00000000001,Senior,Remote,M,1
Data Analysis,45999.99999999999,Entry-level,Remote,L,3
Data Engineering,80000.0,Entry-level,Remote,L,3
Data Science and Research,204100.0,Senior,In-person,M,0
Data Science and Research,136100.0,Senior,In-person,M,0
Leadership and Management,250000.0,Senior,In-person,M,0
Leadership and Management,63000.000000000015,Senior,In-person,M,0
Data Science and Research,118208.0,Mid-level,In-person,M,2
Data Science and Research,110820.00000000001,Mid-level,In-person,M,2
Data Management and Strategy,95000.0,Senior,Remote,M,1
Data Management and Strategy,70000.0,Senior,Remote,M,1
Machine Learning and AI,75000.0,Mid-level,Remote,M,4
Data Analysis,113000.00000000001,Mid-level,In-person,L,2
Leadership and Management,113000.00000000001,Mid-level,Remote,L,4
Data Analysis,140000.0,Mid-level,Remote,M,4
Data Analysis,50000.00000000001,Senior,Remote,S,1
Data Analysis,53368.0,Mid-level,Remote,M,4
Data Science and Research,160000.0,Senior,In-person,L,0
Data Science and Research,119300.0,Senior,In-person,L,0
Data Engineering,146200.0,Senior,Remote,M,1
Data Engineering,124270.0,Senior,Remote,M,1
Data Science and Research,54634.0,Mid-level,Remote,S,4
Data Engineering,185800.0,Senior,Remote,M,1
Data Engineering,137400.0,Senior,Remote,M,1
Leadership and Management,245000.0,Senior,In-person,M,0
Leadership and Management,180000.0,Senior,In-person,M,0
Leadership and Management,203500.0,Senior,In-person,M,0
Leadership and Management,152000.0,Senior,In-person,M,0
Data Engineering,63000.000000000015,Senior,In-person,M,0
Machine Learning and AI,148800.0,Senior,Remote,M,1
Data Science and Research,110000.0,Entry-level,Remote,M,3
Data Science and Research,157999.99999999997,Mid-level,Remote,M,4
Data Science and Research,134000.0,Mid-level,Remote,M,4
Data Analysis,216200.0,Senior,In-person,M,0
Data Analysis,144100.0,Senior,In-person,M,0
Data Science and Research,115573.0,Mid-level,In-person,M,2
Data Science and Research,89306.0,Mid-level,In-person,M,2
